54,Nocturnal Features,0.00%,0.471,4,4
55,Indomina Media,0.00%,0.46,1,1
56,Cinema Guild,0.00%,0.433,7,4
57,CanZion Films,0.00%,0.423,1,0
58,Janus Films,0.00%,0.418,1,1
59,Hannover House,0.00%,0.418,3,3
60,Wrekin Hill,0.00%,0.383,1,1
61,Peace Film,0.00%,0.369,1,1
62,Lorber Films,0.00%,0.352,13,9
63,Screen Media,0.00%,0.342,5,5
64,Alive Mind Cinema,0.00%,0.319,6,6
65,Area23a,0.00%,0.313,3,3
66,Kino Classics,0.00%,0.309,3,3
67,Image Entertainment,0.00%,0.301,4,4
68,Rialto,0.00%,0.256,4,4
69,CJ Entertainment,0.00%,0.251,1,1
70,Submarine Deluxe,0.00%,0.249,2,2
71,Five & Two Pictures,0.00%,0.247,2,1
72,Dada Films,0.00%,0.233,3,3
73,Millennium Ent.,0.00%,0.213,3,3
74,Eleven Arts,0.00%,0.196,2,2
75,AFFRM,0.00%,0.171,2,2
76,Unknown,0.00%,0.159,4,3
77,Icarus Films,0.00%,0.156,2,2
78,Motion Film Group,0.00%,0.149,1,1
79,The Film Desk,0.00%,0.148,11,5
80,New Yorker,0.00%,0.131,2,1
81,Tribeca Film,0.00%,0.13,3,3
82,Cinema Purgatorio,0.00%,0.126,5,2
83,Phase 4,0.00%,0.123,4,4
84,Arc Entertainment,0.00%,0.116,1,1
85,Insurgent Releasing,0.00%,0.116,1,1
86,Film Movement,0.00%,0.112,9,7
87,Moving Pictures,0.00%,0.103,1,1
88,"Monterey Media, Inc.",0.00%,0.0987,4,4
89,Balcony Releasing,0.00%,0.0972,4,2
90,Full Moon Pictures,0.00%,0.091,1,1
91,GKIDS,0.00%,0.0884,2,1
92,Arthouse Films,0.00%,0.0859,1,0
93,Truly Indie,0.00%,0.0858,3,3
94,Saint Juste,0.00%,0.0849,1,0
95,Drafthouse,0.00%,0.0703,1,0
96,Life Sentence Films/mTuckman Media,0.00%,0.0603,1,1
97,Indican,0.00%,0.0598,6,3
98,Cinedigm Entertainment,0.00%,0.0571,2,2
99,Kristin Marie Productions,0.00%,0.0566,1,1
100,Argot Pictures,0.00%,0.0563,3,2
101,Long Shot Factory,0.00%,0.0537,1,2
102,The Film Collaborative,0.00%,0.0529,1,0
103,Rocket Releasing,0.00%,0.0498,2,2
104,Kino Lorber,0.00%,0.0465,3,3
105,Crimson Films/PMK*BNC,0.00%,0.0437,1,1
106,B.D. Fox,0.00%,0.0419,1,1
107,Shotown Pictures,0.00%,0.0404,1,1
108,108 Pics,0.00%,0.035,1,1
109,Docurama Films,0.00%,0.0346,1,1
110,Corinth Films,0.00%,0.0341,1,1
111,Category One,0.00%,0.027,1,1
112,The World According to Shorts,0.00%,0.0232,1,0
113,Olive Films,0.00%,0.0196,1,1
114,CrowdStarter,0.00%,0.0191,1,1
115,Wolfe Releasing,0.00%,0.019,1,0
116,Rumur Releasing,0.00%,0.018,1,1
117,Alpha Galore,0.00%,0.0158,1,1
118,Clay Way Media,0.00%,0.0153,1,0
119,FilmDemic,0.00%,0.015,1,1
120,Maya Entertainment,0.00%,0.0138,1,1
121,Tostie Productions,0.00%,0.0131,1,1
122,PMK*BNC,0.00%,0.0124,1,1
123,Fisher-Klingenstein Films,0.00%,0.0121,1,1
124,Bigfoot Ascendant,0.00%,0.012,1,1
125,Check Entertainment,0.00%,0.011,1,1
126,CAVU,0.00%,0.0096,1,1
127,Worldplay,0.00%,0.0095,1,0
128,Entertainment One,0.00%,0.006,1,1
129,Cinema Libre Studio,0.00%,0.0055,2,2
130,Driving With Our Eyes Shut,0.00%,0.0053,2,1
131,Kinobild Releasing,0.00%,0.0052,1,1
132,Cinema Libre,0.00%,0.0052,1,1
133,Extra Butter,0.00%,0.004,1,1
134,The Nobelity Project,0.00%,0.0035,1,1
135,AfterLight,0.00%,0.0028,1,1
136,Embrem Entertainment,0.00%,0.0017,1,0
137,Blackrock Films,0.00%,0.0015,1,1
138,Trillian,0.00%,0.0011,1,0
139,Breaking Glass Pictures,0.00%,0.001,1,1
140,Flicker Alley,0.00%,0.0007,1,0
141,Found-Charger Cinema,0.00%,0.0003,1,1
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
