62,"Monterey Media, Inc.",0.00%,0.392,11,12
63,Area23a,0.00%,0.365,1,1
64,eOne Entertainment,0.00%,0.355,5,5
65,Variance Films,0.00%,0.343,11,7
66,Xlrator Media,0.00%,0.341,1,1
67,Bond/360,0.00%,0.337,2,2
68,Picturehouse (II),0.00%,0.333,1,1
69,Ketchup Entertainment,0.00%,0.325,5,3
70,Film Movement,0.00%,0.299,9,9
71,JSC Entertainment,0.00%,0.294,1,1
72,Abkco Films,0.00%,0.294,1,1
73,International Film Circuit,0.00%,0.276,6,2
74,Big World Pictures,0.00%,0.27,4,4
75,First Run,0.00%,0.262,19,15
76,Five & Two Pictures,0.00%,0.248,1,1
77,DisruptiveLA,0.00%,0.236,1,1
78,Long Shot Factory,0.00%,0.234,2,2
79,Gathr Films,0.00%,0.223,3,2
80,Proud Mother Pictures,0.00%,0.203,1,1
81,Rocky Mountain Pictures,0.00%,0.201,4,4
82,Zipporah Films,0.00%,0.193,2,1
83,Distrib Films,0.00%,0.172,3,3
84,Giant Flick,0.00%,0.159,1,1
85,Paladin,0.00%,0.143,1,1
86,Cinema Purgatorio,0.00%,0.128,1,1
87,High Top Releasing,0.00%,0.125,1,1
88,Dada Films,0.00%,0.116,3,3
89,The Orchard,0.00%,0.111,1,1
90,Phase 4,0.00%,0.111,2,2
91,Saboteur Media,0.00%,0.101,1,1
92,Walking on Water Films,0.00%,0.101,1,1
93,Submarine Deluxe,0.00%,0.0981,4,3
94,Icarus Films,0.00%,0.0979,7,6
95,Alive Mind Cinema,0.00%,0.0967,1,0
96,Cinema Guild,0.00%,0.0967,11,7
97,Starz Media,0.00%,0.0927,3,3
98,The Film Desk,0.00%,0.087,8,1
99,The Film Collaborative,0.00%,0.0858,5,4
100,North/South Pictures,0.00%,0.0823,1,1
101,Argot Pictures,0.00%,0.0805,3,3
102,Word Films,0.00%,0.0721,1,1
103,Noujaim Films,0.00%,0.0713,1,0
104,River Rain,0.00%,0.0701,1,0
105,Anchor Bay Films,0.00%,0.059,2,2
106,Gravitas Ventures,0.00%,0.0529,1,1
107,Indican,0.00%,0.0522,5,5
108,Vitagraph,0.00%,0.0522,2,2
109,Quadratic Media,0.00%,0.05,1,1
110,Spacey LTD,0.00%,0.0496,1,1
111,Carlotta Films,0.00%,0.049,3,2
112,FilmBuff/Participant Media,0.00%,0.0489,1,1
113,Screen Media,0.00%,0.0487,1,1
114,Seatzy,0.00%,0.0454,1,1
115,Breaking Glass Pictures,0.00%,0.0381,1,1
116,APD/Cinema Conservancy,0.00%,0.0365,5,1
117,Define American,0.00%,0.0307,1,1
118,Moving Visions Entertainment,0.00%,0.0301,1,1
119,Providence Film Partners,0.00%,0.0297,1,1
120,Riot Studios,0.00%,0.0234,1,1
121,First Pond,0.00%,0.0195,1,1
122,Richmond Media Ent.,0.00%,0.0195,1,1
123,Leisure Time,0.00%,0.0185,1,0
124,Unknown,0.00%,0.0179,2,2
125,Kartemquin Films,0.00%,0.0173,1,1
126,FilmRise,0.00%,0.0169,1,1
127,Drive-in Doc LLC,0.00%,0.0157,1,0
128,Treetops Productions,0.00%,0.0156,1,0
129,Barking Cow Media Group,0.00%,0.0134,1,1
130,Revolver,0.00%,0.0126,1,1
131,"Touch the Wall, LLC",0.00%,0.0122,1,1
132,mTuckman Media,0.00%,0.0121,1,1
133,Outsider Pictures,0.00%,0.0116,1,1
134,Corinth Films,0.00%,0.0113,1,1
135,Shoot First Inc.,0.00%,0.011,1,1
136,Parade Deck Films,0.00%,0.011,2,2
137,Liberty Street Films,0.00%,0.0104,1,0
138,Rada Film Group,0.00%,0.0103,1,0
139,Old Glove Productions,0.00%,0.0085,1,1
140,Viva Pictures Distribution,0.00%,0.0082,1,1
141,Under the Milky Way,0.00%,0.0078,2,1
142,Cinema Libre,0.00%,0.0074,1,1
143,Cinema Libre Studio,0.00%,0.0074,1,1
144,Driving With Our Eyes Shut,0.00%,0.0074,2,0
145,Artmattan Prods.,0.00%,0.0065,1,1
146,The Film Arcade,0.00%,0.0064,1,1
147,KimStim,0.00%,0.0059,1,1
148,Shout! Factory,0.00%,0.0056,2,2
149,Baxter Bros.,0.00%,0.0054,1,1
150,EchoLight Studios,0.00%,0.0054,1,0
151,The Only Real Game Movie,0.00%,0.0054,1,1
152,The Vladar Company,0.00%,0.0047,1,1
153,Vertical Entertainment,0.00%,0.0043,1,1
154,The Ashton Times,0.00%,0.004,1,0
155,Scarlet Sky Productions,0.00%,0.0036,1,1
156,Doppelganger Releasing,0.00%,0.0035,2,2
157,Brothers' Ink Productions,0.00%,0.0035,1,1
158,FilmDistrict,0.00%,0.0031,1,0
159,Velvet Films,0.00%,0.003,1,1
160,Striped Entertainment,0.00%,0.0026,1,1
161,Fox Trail Productions,0.00%,0.0023,1,1
162,Follow Your Nose Films,0.00%,0.0019,1,0
163,Archstone,0.00%,0.0011,1,1
164,Phantom Pain Films,0.00%,0.0004,1,1
