57,Animation Show,0.00%,0.247,1,1
58,First Run,0.00%,0.233,16,11
59,Bauer Martinez Distribution,0.00%,0.205,1,1
60,Main Street Movie Co.,0.00%,0.203,1,1
61,Arrival Pictures,0.00%,0.203,1,1
62,First Independent Pictures,0.00%,0.176,1,1
63,Lange Releasing,0.00%,0.165,1,1
64,Ariztical Entertainment,0.00%,0.155,1,1
65,Geneon Entertainment,0.00%,0.129,1,1
66,Emerging Pictures,0.00%,0.124,1,1
67,Matson Films,0.00%,0.121,1,1
68,Cinema Libre Studio,0.00%,0.114,4,3
69,Cinema Libre,0.00%,0.114,4,3
70,Koch Lorber Films,0.00%,0.109,3,3
71,Illuminare Entertainment,0.00%,0.103,2,2
72,International Film Circuit,0.00%,0.0984,1,1
73,Lovett Releasing,0.00%,0.0893,1,1
74,Meadowbrook Pictures,0.00%,0.0796,1,1
75,Goodbye Cruel Releasing,0.00%,0.0771,1,1
76,Avatar,0.00%,0.076,2,1
77,Maxmedia/Endgame Pictures,0.00%,0.0737,1,0
78,Innovation Film Group,0.00%,0.0728,1,1
79,Cineville,0.00%,0.0724,2,2
80,Jour de Fete,0.00%,0.0721,1,1
81,California Newsreel,0.00%,0.0682,1,1
82,"Kria, Inc.",0.00%,0.0641,3,3
83,Wolfe Releasing,0.00%,0.0534,3,2
84,Economic Projections,0.00%,0.049,1,1
85,Slippery Chicken Pictures,0.00%,0.0472,1,1
86,Five Sisters,0.00%,0.0468,1,0
87,Painted Zebra Releasing,0.00%,0.046,1,0
88,Echo Bridge Entertainment,0.00%,0.045,1,1
89,Laemmle / Zeller Films,0.00%,0.0425,2,2
90,Castle Hill,0.00%,0.0373,7,6
91,Artistic License,0.00%,0.035,2,2
92,Fader Films,0.00%,0.0349,1,1
93,Film Movement,0.00%,0.0348,1,1
94,Viz Media,0.00%,0.0344,1,1
95,RBC Radio,0.00%,0.0343,1,0
96,Rainbow Releasing,0.00%,0.0319,1,1
97,Balcony Releasing,0.00%,0.0293,2,2
98,Icarus Films,0.00%,0.0285,3,3
99,Menemsha,0.00%,0.0267,1,1
100,Pillen's Farm Pictures,0.00%,0.0252,1,1
101,Embrem Entertainment,0.00%,0.0215,1,1
102,7th Art,0.00%,0.0201,3,3
103,Arab Film Dist.,0.00%,0.0188,4,4
104,Fabrication Films,0.00%,0.0168,1,1
105,Lifesize,0.00%,0.0152,2,2
106,Cockeyed Caravan,0.00%,0.0148,1,1
107,High Cotton Films,0.00%,0.012,1,1
108,"Psychic Girls, LLC",0.00%,0.0111,1,1
109,Dada Films,0.00%,0.011,1,0
110,Silver Plane Films,0.00%,0.0106,1,1
111,Dinsdale Releasing,0.00%,0.0103,1,1
112,Margin,0.00%,0.0102,1,1
113,Artmattan Prods.,0.00%,0.0094,3,1
114,Filmmates Corp.,0.00%,0.0091,1,1
115,Rumur Releasing,0.00%,0.008,1,1
116,Unico Entertainment,0.00%,0.0065,1,1
117,Atopia,0.00%,0.0053,1,0
118,Big Fat Movies,0.00%,0.0047,1,1
119,Minority Films,0.00%,0.0043,1,1
120,Romar Entertainment,0.00%,0.0037,1,1
121,HB Filmworks,0.00%,0.0033,1,1
122,Rogue Arts,0.00%,0.0028,1,1
123,Hummingbird Pictures,0.00%,0.0022,1,1
124,Lumiere Productions,0.00%,0.0019,1,1
125,Leisure Time,0.00%,0.0019,1,1
126,Ent. Highway,0.00%,0.0006,1,1
127,Unknown,0.00%,0.0004,1,1
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
